,id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
6600,6600,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.601161249,0.491547243,40.0282126,8570.91353
6601,6601,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.464972316,0.413380913,33.34012862,6013.40759
6602,6602,25.0,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.524635459,0.460369104,37.78638255,6412.47345
6603,6603,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.469925759,0.437922725,37.78237359,6146.83152
6604,6604,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.447668818,0.426437069,33.29902167,4813.45285
6605,6605,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.572611128,0.488638858,39.62162697,5675.72149
6606,6606,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.470643424,0.417908804,34.31778045,5453.99382
6607,6607,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.612633396,0.508131009,42.50852244,7969.02575
6608,6608,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.566319234,0.464066853,40.16166766,7425.75194
6609,6609,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.429580755,0.396533319,35.90984596,5033.68556
6610,6610,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.524635459,0.462462315,37.7247238,6754.44894
6611,6611,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.402238656,0.408851197,31.92881551,4278.76321
6612,6612,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603524723,0.502740901,42.16770498,7443.62446
6613,6613,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.489083314,0.417947008,34.02922281,5996.07855
6614,6614,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.5143032,0.453994528,36.31114278,6190.66597
6615,6615,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.474162324,0.437265704,33.84707944,5367.61826
6616,6616,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.545562834,0.452320672,37.67361372,6520.8976
6617,6617,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.488876344,0.417908804,32.9240208,4858.24073
6618,6618,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.454937519,0.415971082,32.28899894,6239.53349
6619,6619,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.483805569,0.423927032,34.85641894,5746.77703
6620,6620,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.576561833,0.48363057,39.98873363,7041.38018
6621,6621,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.58492102,0.497978979,41.54582537,7222.00462
6622,6622,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.383581787,0.395435754,31.1279858,3822.98167
6623,6623,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.392583006,0.391617371,29.73999168,4178.77206
6624,6624,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.543966758,0.448597173,37.53578671,6822.97163
6625,6625,12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.479635345,0.435764199,31.64262219,5299.66133
6626,6626,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.494677622,0.446570029,35.17991165,5347.51393
6627,6627,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.48180056,0.424311942,33.0201908,5462.13394
6628,6628,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.354086468,0.388632634,29.37060684,3626.36653
6629,6629,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.585313688,0.488005014,40.41793063,6131.30938
6630,6630,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.5561803,0.474776543,38.13019216,5535.05665
6631,6631,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.425010896,0.417545412,32.46088718,4576.10071
6632,6632,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.36099568,0.388819023,29.37060684,3837.51296
6633,6633,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.610321439,0.509645194,42.73173641,7829.514
6634,6634,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.553032347,0.471665153,38.45252155,6731.61844
6635,6635,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.620391949,0.513728593,43.68715255,8174.46338
6636,6636,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.598814008,0.448597173,41.78212739,7829.47294
6637,6637,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.453065374,0.424778393,32.51456057,5496.08506
6638,6638,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.486344644,0.446518367,35.82485206,5178.27031
6639,6639,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.469925759,0.407609786,32.60317761,5446.69747
6640,6640,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.342841074,0.342825548,28.43820263,3436.49354
6641,6641,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.482908968,0.433668483,35.6972028,5462.13394
6642,6642,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.556301788,0.471161461,38.6454264,6529.98232
6643,6643,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.625727004,0.51715975,43.95536146,8109.2305
6644,6644,25.0,0.5,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.462013355,0.416537797,32.15868546,5246.52146
6645,6645,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.542163836,0.464561582,37.34356655,5632.45917
6646,6646,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.578114733,0.485218942,40.46221144,7181.42522
6647,6647,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.565324698,0.480779062,39.83192591,7136.98445
6648,6648,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.553671368,0.470373306,39.18303615,7575.80124
6649,6649,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.567975637,0.480382567,40.55926075,7284.81478
6650,6650,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.424574228,0.42782472,31.42467809,4945.79443
6651,6651,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.536899811,0.468039601,39.18675925,7576.39253
6652,6652,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.631033926,0.524273231,44.59947057,8263.28974
6653,6653,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.444908279,0.398116316,31.78135831,4999.15621
6654,6654,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.542163836,0.463759475,37.96686445,6771.72291
6655,6655,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.598814008,0.498585597,41.73066669,7510.79057
6656,6656,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.600086778,0.496548991,41.54582317,7835.76779
6657,6657,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.492809568,0.446575791,35.09473308,5934.01088
6658,6658,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.517721232,0.43226586,35.55511529,6449.04157
6659,6659,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.444908279,0.394971427,31.44841986,4853.8076
6660,6660,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.444479717,0.426773305,33.31223192,4899.11899
6661,6661,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.622419314,0.513585375,43.97470322,8157.23694
6662,6662,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.53255682,0.446450716,35.18597077,8116.53175
6663,6663,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.605758307,0.500029301,41.91637397,6779.98166
6664,6664,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.523845567,0.46389552,37.60167915,8538.462
6665,6665,25.0,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.320417393,0.372179064,27.8743632,2988.05944
6666,6666,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.481328623,0.447853006,35.40935334,5601.20531
6667,6667,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582954458,0.488176027,40.55976952,7290.10652
6668,6668,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.508675267,0.452484359,36.66168432,6347.56076
6669,6669,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.518626455,0.45968428,43.95536146,8408.38341
6670,6670,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.504435443,0.450786211,36.8469565,6394.07791
6671,6671,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.622419314,0.511053454,43.17615175,8671.71681
6672,6672,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.593049003,0.496788174,41.93725753,7301.10622
6673,6673,12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.626397463,0.516147572,43.7550339,8090.41713
6674,6674,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.442869304,0.416802269,31.78225878,4936.36477
6675,6675,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.432419853,0.394168935,31.44841986,4334.84122
6676,6676,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.573746659,0.468338919,39.36457911,7588.36096
6677,6677,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.596551315,0.491813116,41.56159301,7019.69438
6678,6678,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.61854944,0.508131009,43.33471751,8157.23694
6679,6679,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.620391949,0.513728593,43.95536146,8605.19995
6680,6680,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.385503456,0.382702852,30.79125626,3813.16579
6681,6681,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.52380127,0.463821541,38.63984283,6412.47345
6682,6682,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.502842336,0.453340965,36.97636061,6097.44285
6683,6683,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.467569149,0.436777234,32.31099546,5867.99722
6684,6684,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.536209474,0.476928353,39.85898134,7536.09687
6685,6685,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.507541905,0.452630705,36.3623002,6155.89609
6686,6686,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.385021951,0.409976946,29.08514833,3244.32926
6687,6687,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.527591617,0.480847944,41.50248162,6619.84695
6688,6688,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.462752296,0.428118259,33.59602928,5299.66133
6689,6689,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.449877074,0.42727728,32.81579359,5395.33158
6690,6690,25.0,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.553729922,0.478135139,39.8226933,6615.69006
6691,6691,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.480386371,0.431201835,35.71826335,5527.42503
6692,6692,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.55195445,0.454160581,41.63337572,7107.60976
6693,6693,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.571708025,0.481349777,39.85898134,7215.40971
6694,6694,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.539252868,0.467723959,43.33471751,8212.79289
6695,6695,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.511413154,0.467854471,37.23938598,6614.21931
6696,6696,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.519184034,0.460180133,37.83085922,6443.2569
6697,6697,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.498729997,0.447443943,35.74258268,5700.24324
6698,6698,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.552129108,0.472670389,38.69800786,6578.23522
6699,6699,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.48180056,0.446434723,35.55511529,5755.70016
6700,6700,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.468185799,0.423927032,31.67889844,5061.72061
6701,6701,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.465804378,0.407126353,32.78937613,5429.68161
6702,6702,12.5,0.25,0.25,0.63,0.75,69.7,57.2,58.2,50.2,24.3,41.2,34.0,0.56,0.444908279,0.407609786,32.5057415,5834.98164
6703,6703,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.371183688,0.394606103,30.11060535,3837.51296
6704,6704,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.523276949,0.459101737,37.72398079,6465.37205
6705,6705,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.538125922,0.446912521,35.16668937,6614.21931
6706,6706,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.546174929,0.459383737,38.77478764,7502.24389
6707,6707,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.474162324,0.435764199,34.89995717,5313.37828
6708,6708,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.454725217,0.419851618,33.60534043,5061.72061
6709,6709,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.538371386,0.468493268,39.09688443,6880.7759
6710,6710,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.564904359,0.430077888,35.12894428,6493.63712
6711,6711,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.528518697,0.463561831,37.71251297,6320.96112
6712,6712,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.463097152,0.42912225,32.41787171,5781.85965
6713,6713,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.500189951,0.444658692,35.70587779,5781.85965
6714,6714,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.557376524,0.45826996,33.221987,7117.95038
6715,6715,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.542170237,0.471161461,38.69800786,6806.49269
6716,6716,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.453726352,0.433844688,33.22890035,5898.01573
6717,6717,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.626280739,0.516666897,43.95536146,7231.02778
6718,6718,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.595306377,0.497916665,41.76622653,7235.77564
6719,6719,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.461903766,0.417947008,32.69048728,6929.5548
6720,6720,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.601353787,0.498282106,41.36318078,7163.9441
6721,6721,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.451103585,0.403217329,32.10639138,5455.11891
6722,6722,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.477832221,0.424609234,34.8789274,5566.52275
6723,6723,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.502842336,0.450786211,36.84586824,6663.00068
6724,6724,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.456503309,0.405525072,32.81456057,5686.12196
6725,6725,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.511750776,0.427683045,34.66057255,6461.67087
6726,6726,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.546003143,0.471592749,38.0603745,6948.2288
6727,6727,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.569935673,0.47767525,39.06314597,6929.5548
6728,6728,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.565085745,0.473660277,39.08127039,6979.32479
6729,6729,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.546174929,0.475847288,39.64669117,7136.98445
6730,6730,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.425634435,0.392668897,31.13021301,4789.59697
6731,6731,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.607679197,0.501359058,42.40950749,7714.3231
6732,6732,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.532704207,0.445134287,36.57388769,6986.80996
6733,6733,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.424778393,0.426746554,30.7671091,4248.35505
6734,6734,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.40166998,0.398863863,31.13659362,2988.05944
6735,6735,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.397278517,0.392302807,30.27497178,4323.93099
6736,6736,12.5,0.25,0.25,0.75,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.565324698,0.472468254,35.17991165,5722.57676
6737,6737,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.63346314,0.502740901,41.76622653,7669.81182
6738,6738,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.458581988,0.423763672,33.60574758,5178.27031
6739,6739,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.426064568,0.416309732,32.69048727,4560.22361
6740,6740,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.404225284,0.393418576,30.12737627,4162.76156
6741,6741,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.546259537,0.472670389,39.1606042,7765.25632
6742,6742,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.520180895,0.460322355,37.7513957,6320.96112
6743,6743,25.0,0.5,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.487214901,0.446518367,35.71826335,5569.13925
6744,6744,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.500183678,0.446826317,36.90930402,6107.38247
6745,6745,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.59248944,0.491124144,40.84711944,7588.36096
6746,6746,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.619006054,0.511116064,43.2785829,7935.09476
6747,6747,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.480963646,0.419768951,33.84707944,6554.97686
6748,6748,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.47653588,0.437265704,34.68201491,5192.88315
6749,6749,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.40294843,0.386415506,30.76356526,4303.94303
6750,6750,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.429000524,0.391211231,31.07883034,4936.10558
6751,6751,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.423038771,0.416537797,32.41787171,4560.22361
6752,6752,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.43687052,0.421839609,32.514844,5136.93247
6753,6753,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.430321534,0.442789316,31.78285532,4162.76156
6754,6754,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.410253857,0.402362581,31.67018669,4460.91457
6755,6755,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.568062152,0.479607332,39.47432437,6869.7776
6756,6756,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.370946044,0.364725785,28.23425966,3828.16556
6757,6757,12.5,0.75,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.543972464,0.467852649,36.92483932,5696.02606
6758,6758,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498713787,0.42403139,33.221987,5948.11447
6759,6759,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.416271363,0.392836179,31.67889844,4350.42467
6760,6760,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.407373541,0.408610007,31.94515185,4290.96488
6761,6761,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.323727288,0.373748945,27.44242745,3049.39771
6762,6762,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.498657334,0.450537939,36.36293728,6135.69998
6763,6763,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.499125312,0.448400516,36.2629303,6461.67087
6764,6764,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.483371107,0.426678021,33.2323244939,6328.89332
6765,6765,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.483249032,0.427937649,36.92483932,6770.23332
6766,6766,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.505619046,0.429702536,35.51753863,6292.96076
6767,6767,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.433014308,0.4228466,33.11609108,4503.16186
6768,6768,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.561962455,0.476308423,39.09961353,6691.04322
