,id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
14745,14745,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.49368953,0.443754909,35.92331365,5741.2103
10457,10457,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.489635345,0.445385454,35.51371293,5639.4452
37,37,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.631417034,0.521053692,44.59947057,8408.38341
1894,1894,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.527742687,0.468904437,39.33151373,6663.00068
9176,9176,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.511522719,0.430253104,37.44044874,6020.87569
14306,14306,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.464260194,0.436258462,34.64257354,5124.8549
1407,1407,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.486313688,0.419851618,34.76957798,5333.97357
9487,9487,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.599956822,0.497916665,41.71941614,7570.60862
3353,3353,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.458246439,0.409976946,32.81456057,5126.99318
11224,11224,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.450102564,0.401397435,32.5057415,6020.87569
6151,6151,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.565324698,0.482227496,39.82088488,7440.71201
6402,6402,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.520180895,0.460264893,37.78228845,6327.47736
12038,12038,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.597060641,0.497978979,41.54582317,7575.80124
7846,7846,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.391964935,0.40383899,30.68639758,4045.47966
2064,2064,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.44371199,0.426678021,33.31223192,4858.24073
787,787,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.477961423,0.433841405,34.46756739,5647.71226
3108,3108,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.498696418,0.432754792,35.40935334,6132.41738
14218,14218,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.574708327,0.488568502,39.98873363,7502.24389
4909,4909,25.0,0.5,0.38,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.545094508,0.471592749,37.54210856,6671.07264
4215,4215,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.478469338,0.416085184,34.97131513,5830.48855
12303,12303,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.350874635,0.388167887,29.2486781,3511.5379
14326,14326,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.489635345,0.446570029,36.68258785,7004.01554
47,47,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.40294843,0.408920722,41.81921269,6515.30587
13419,13419,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.349908358,0.373748945,28.55641695,3471.19214
6615,6615,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.474162324,0.437265704,33.84707944,5367.61826
8945,8945,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.49154744,0.454080207,36.3572405,5971.39402
12723,12723,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.605677437,0.500029301,41.93725753,7517.44077
1446,1446,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.468192461,0.41390409,35.29886067,5791.45673
12911,12911,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.550864261,0.472468254,39.04659266,6979.32479
13963,13963,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.531891546,0.452680279,36.95787336,6236.70711
11057,11057,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.463038771,0.426773305,33.28480863,5828.73212
9943,9943,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.545094508,0.468493268,38.143078,6480.80815
7960,7960,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.369603345,0.381851426,29.31600198,3708.20502
7963,7963,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.54613583,0.446575791,35.18597077,6958.17479
7641,7641,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.464260194,0.436258462,34.3041215,5128.16351
5664,5664,20.0,0.537,0.117,0.409,0.058,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.399193166,0.400247657,30.057704,4016.3616
15104,15104,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.508275418,0.450021969,35.64822051,5865.38472
4739,4739,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.404446048,0.405525072,31.60317761,4357.82292
14755,14755,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.481204499,0.445308404,34.5252582,5535.05665
7621,7621,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.499125312,0.424902006,31.92881551,5831.7066
4749,4749,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.594798231,0.492820232,41.76622653,7293.53617
13798,13798,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.492809568,0.443754909,37.81761708,6026.06365
8960,8960,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.473458531,0.438612787,34.7014352,5296.61109
3311,3311,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.5561803,0.474133769,38.19630554,6994.24801
2474,2474,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.429580755,0.391582692,31.0382623,4334.84122
11000,11000,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.530291604,0.440298814,36.6742427,6157.05484
3841,3841,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.482854142,0.440675594,35.11807556,5750.88107
14408,14408,12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.546174929,0.451546571,37.80745277,6922.84679
5803,5803,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.572046486,0.482423774,39.85662538,7411.17457
6632,6632,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.36099568,0.388819023,29.37060684,3837.51296
8818,8818,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.48180056,0.417947008,34.8789274,5729.56964
5829,5829,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.596551315,0.490020262,41.05919357,7626.61733
8011,8011,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.481472551,0.411546877,35.77113923,5637.9843
11006,11006,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.558394035,0.478666426,39.44864975,6638.65649
4601,4601,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.46274257,0.40878935,32.78937613,6093.31527
2449,2449,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.416072916,0.404358198,32.45342047,4248.35505
6923,6923,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.538125922,0.463064582,38.17659701,7479.93417
13574,13574,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.571744319,0.481173502,40.48453443,7301.10622
7639,7639,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.320564713,0.372179064,27.8743632,3238.02815
14230,14230,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.603524723,0.501359058,42.33928002,7835.76779
1277,1277,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.453826356,0.408038131,31.07883034,5455.11891
5165,5165,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.483671436,0.423865656,34.97131513,5791.45673
2112,2112,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.52332906,0.460795368,37.78638255,6528.79888
10179,10179,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.577201619,0.480106144,40.37019338,8489.69192
279,279,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.523070143,0.464892019,35.78105469,6202.32702
14318,14318,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.402855862,0.470719039,33.95797729,4476.81146
1483,1483,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.611725787,0.513260507,44.47362669,6491.22353
4375,4375,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.407072571,0.401275192,31.92881551,4010.55215
4119,4119,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.417072864,0.409248903,31.36831014,4393.52743
1981,1981,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.575589557,0.482874674,39.83192591,6986.80996
2668,2668,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.532482559,0.465680233,37.90850822,6747.59779
12105,12105,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.565085745,0.47767525,39.46756134,6958.17479
2865,2865,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.601357636,0.494864674,41.73066669,7005.0386
6655,6655,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.598814008,0.498585597,41.73066669,7510.79057
9358,9358,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.492076861,0.441470296,35.28592597,5914.16491
5259,5259,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.575237945,0.484349504,36.92483916,5746.77703
4862,4862,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.391964935,0.38126925,29.55021089,4068.35066
6909,6909,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.502074433,0.429710486,37.52274536,6992.82314
11764,11764,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.596551315,0.498475898,41.6216451,7565.21124
8393,8393,25.0,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.440473059,0.425331523,32.9240208,4418.44126
5731,5731,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.577201619,0.452143551,40.22738685,7761.15796
13152,13152,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.551775489,0.470373306,38.57716666,5569.13925
1473,1473,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.340822336,0.377011619,28.21340501,3322.9462
14147,14147,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.434546355,0.398804938,31.70230081,4303.94303
14395,14395,12.5,0.25,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.486814739,0.440298814,36.69768447,7761.15796
10755,10755,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.490242145,0.431201835,35.89130977,6020.87569
10530,10530,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527399614,0.463152392,39.33656697,7423.46988
14097,14097,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.481204499,0.438514042,34.35665515,6107.38247
3995,3995,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.449877074,0.407126353,31.79765098,4303.94303
619,619,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.32833671,0.37718413,28.21340501,3447.0821
14493,14493,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.498261098,0.444703745,35.28592597,6058.64876
12277,12277,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.402052391,0.4002977,30.5797224,4179.18592
10167,10167,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.378917495,0.373012567,29.80324762,3396.72989
5743,5743,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.594206083,0.495006371,41.3159122,7317.95104
14924,14924,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.498952193,0.44252903,34.95797729,5750.88107
6806,6806,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.621810512,0.511053454,43.24204733,8263.28974
15076,15076,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.383581787,0.379871916,28.28409524,3519.43131
6551,6551,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.462752296,0.435764199,34.35665515,6461.67087
5261,5261,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.638787728,0.514873193,38.49700845,6619.84695
9622,9622,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.398218446,0.381184884,29.80390835,4336.10096
4413,4413,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.622622866,0.504526655,42.40915749,6026.06365
9186,9186,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.465804378,0.407609786,32.6584962,5199.53404
2539,2539,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.402052391,0.40248084,31.59741611,4356.94587
13836,13836,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.551775489,0.477778535,38.52587501,6998.37875
11750,11750,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.468305902,0.435291312,34.8744954,4740.01505
11197,11197,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.496618271,0.444658692,35.46687387,5777.3754
3604,3604,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.4965362,0.442952601,35.98855463,5966.71128
5614,5614,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.611725787,0.502740901,42.16770498,5323.30034
11425,11425,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.612222602,0.506852617,42.17176453,7895.0208
12509,12509,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.32833671,0.355875536,27.62154773,3447.0821
11293,11293,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.429580755,0.395502524,31.66559817,5946.05226
9426,9426,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.527399614,0.437354261,36.3854328,6677.62443
15264,15264,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.58492102,0.486814739,40.37019338,7765.25632
1814,1814,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.542163836,0.460305334,37.7513957,6500.09778
5316,5316,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.569329938,0.463806532,37.60167915,6503.27204
2796,2796,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.538125922,0.435203234,36.01355721,6960.10751
3508,3508,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.470643424,0.403676889,37.37855771,6412.47345
9950,9950,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.520180895,0.468039601,37.5842361,6583.45789
9799,9799,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.567975637,0.480779062,39.64669117,7163.9441
77,77,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.621749749,0.511298321,43.28624094,8064.73881
10166,10166,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.497274998,0.450749828,36.82658691,5831.7066
5160,5160,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.498952193,0.443754909,35.84349356,5556.37228
9647,9647,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.410849197,0.409862936,31.86773783,4489.22384
312,312,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.565976484,0.478162473,39.33777176,6880.7759
2323,2323,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.49368953,0.446518367,35.82485206,5970.68186
11434,11434,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.386518419,0.403128905,31.93547883,3828.16556
11446,11446,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.502621602,0.449545727,36.83085973,6461.67087
1761,1761,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.610860604,0.529501569,45.18941145,8212.79289
13134,13134,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.483249032,0.438630573,34.89995717,5330.36931
6866,6866,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.572046486,0.48651762,41.94865711,7174.6649
8411,8411,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.495987728,0.441301913,35.22201111,5649.03716
2260,2260,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.527742687,0.437059543,35.17991165,6920.08427
7176,7176,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.578889093,0.469892556,40.86547798,7897.9319
7148,7148,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.546174929,0.45386752,36.81018683,6575.59267
2592,2592,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.523845567,0.471828735,39.23411184,6749.51819
8653,8653,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.498218761,0.424874062,33.28905228,5945.89951
908,908,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.492809568,0.444139023,35.34533175,5773.62581
14456,14456,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.46751899,0.423927032,34.7014352,6202.32702
5315,5315,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.459087683,0.406869398,32.70643359,5746.77703
3136,3136,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.610860604,0.503371107,42.48595317,8064.73881
11742,11742,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.551891558,0.455238354,38.03329756,7660.88604
7759,7759,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.485548321,0.440675594,35.64822051,5482.0813
25,25,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.5143032,0.454917386,36.6742427,6157.05484
12408,12408,12.5,0.25,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.403310637,0.411546877,31.66559817,4305.51182
12875,12875,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.449875425,0.425457642,33.60574758,4968.60117
6601,6601,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.464972316,0.413380913,33.34012862,6013.40759
2890,2890,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.342841074,0.377596581,28.46200492,3662.18313
5797,5797,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.386657299,0.419720202,29.13659362,4393.52743
13301,13301,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.39936701,0.408851197,31.39456852,4350.42467
3252,3252,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.601353783,0.50251773,42.24537298,7576.39253
15035,15035,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.566350244,0.461801728,34.8789274,5695.56442
3826,3826,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.496618271,0.446575791,36.54784977,5911.49359
14821,14821,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.535877448,0.463806532,37.03174422,6583.45789
11129,11129,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.527591617,0.437354261,35.6026819,6301.03442
2989,2989,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.520180895,0.460264893,37.3001964,6320.23893
8293,8293,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.450102564,0.409438226,32.05919357,5912.43376
9373,9373,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.464368944,0.436777234,33.94201411,6621.25081
3234,3234,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.397278517,0.398863863,30.39027791,4068.35066
3334,3334,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.246568004,0.388819023,29.05187144,2452.68075
5890,5890,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.284442614,0.352186419,26.10117938,2625.26916
1977,1977,25.0,0.5,0.38,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.559324725,0.471161461,38.45252155,6315.23321
13247,13247,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.354086468,0.388145286,26.28235597,2825.00374
1262,1262,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.386518419,0.399983862,30.39027791,4245.28573
5313,5313,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.384610827,0.4002977,30.88504716,3943.13168
5788,5788,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.502621602,0.450749844,36.8469565,6072.83443
11984,11984,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.498696418,0.431201835,35.73169085,6180.95142
12902,12902,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.527742687,0.465807165,38.20555054,6189.7798
13148,13148,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.572611128,0.482859526,40.81318096,7293.53617
11356,11356,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.467905283,0.436345708,36.88084855,5333.87334
